Gender;Age;Height;Weight;family_history_with_overweight;FAVC;FCVC;NCP;CAEC;SMOKE;CH2O;SCC;FAF;TUE;CALC;MTRANS;NObeyesdad
Female;20;158;5350;yes;yes;200;100;Frequently;no;200;no;100;1000;Sometimes;Public_Transportation;Normal_Weight
Female;18;150;5800;no;yes;200;300;Sometimes;no;100;no;0;0;no;Public_Transportation;Overweight_Level_I
Female;36;165;8000;yes;yes;200;300;Sometimes;no;100;no;0;2000;no;Automobile;Overweight_Level_II
Male;21;180;7300;yes;yes;100;300;Always;no;200;no;300;1000;Sometimes;Public_Transportation;Normal_Weight
Male;23;175;7500;no;yes;200;300;Sometimes;no;200;no;100;0;Frequently;Public_Transportation;Normal_Weight
Male;20;184;10400;yes;no;200;300;Sometimes;no;300;no;300;0;no;Motorbike;Obesity_Type_I
Male;21;188;8400;yes;yes;300;300;Sometimes;no;300;no;200;1000;Sometimes;Walking;Normal_Weight
Female;19;156;5000;no;yes;200;100;Sometimes;no;100;no;0;2000;no;Public_Transportation;Normal_Weight
Male;24;175;8400;no;yes;300;300;no;no;200;yes;100;0;Sometimes;Public_Transportation;Overweight_Level_II
Male;25;166;6800;no;yes;200;300;Sometimes;yes;100;no;100;1000;Sometimes;Public_Transportation;Normal_Weight
Male;45;170;8600;no;yes;300;300;Frequently;no;100;no;0;0;no;Automobile;Overweight_Level_II
Male;20;180;6500;no;yes;200;300;Frequently;no;100;no;200;0;Sometimes;Motorbike;Normal_Weight
Female;18;167;6600;no;yes;300;300;Sometimes;no;200;no;0;0;Sometimes;Public_Transportation;Normal_Weight
Male;19;180;6000;yes;yes;300;100;Always;no;100;yes;0;0;no;Motorbike;Normal_Weight
Male;18;172;5300;yes;yes;200;300;Sometimes;no;200;no;0;2000;Sometimes;Public_Transportation;Insufficient_Weight
Male;20;156;4500;no;no;200;300;Sometimes;no;200;no;100;1000;Sometimes;Public_Transportation;Normal_Weight
Female;25;169;10457;yes;yes;300;300;Sometimes;no;115;no;32;1000;Sometimes;Public_Transportation;Obesity_Type_III
Female;19;168;12667;yes;yes;300;300;Sometimes;no;112;no;154;1000;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;162;11079;yes;yes;300;300;Sometimes;no;270;no;0;295;Sometimes;Public_Transportation;Obesity_Type_III
Female;22;176;13780;yes;yes;300;300;Sometimes;no;218;no;198;839;Sometimes;Public_Transportation;Obesity_Type_III
Female;22;184;16506;yes;yes;300;300;Sometimes;no;241;no;10;479;Sometimes;Public_Transportation;Obesity_Type_III
Female;18;175;13303;yes;yes;300;300;Sometimes;no;298;no;159;625;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;163;11149;yes;yes;300;300;Sometimes;no;244;no;0;266;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;163;10483;yes;yes;300;300;Sometimes;no;265;no;0;555;Sometimes;Public_Transportation;Obesity_Type_III
Female;22;177;13396;yes;yes;300;300;Sometimes;no;283;no;140;929;Sometimes;Public_Transportation;Obesity_Type_III
Male;20;174;5493;yes;yes;200;329;Sometimes;no;285;no;168;2000;Sometimes;Public_Transportation;Insufficient_Weight
Male;17;177;5570;yes;yes;200;400;Sometimes;no;288;no;200;1340;Sometimes;Public_Transportation;Insufficient_Weight
Male;22;175;5588;yes;yes;245;400;Sometimes;no;215;no;200;590;Sometimes;Public_Transportation;Insufficient_Weight
Female;22;168;5115;yes;yes;300;300;Frequently;no;282;no;198;1000;no;Public_Transportation;Insufficient_Weight
Female;21;167;4987;yes;yes;300;300;Frequently;no;259;no;200;1000;no;Public_Transportation;Insufficient_Weight
Female;22;171;5197;yes;yes;288;300;Frequently;no;103;no;221;1375;no;Public_Transportation;Insufficient_Weight
Female;21;160;4485;no;no;300;173;Frequently;no;244;no;132;0;no;Public_Transportation;Insufficient_Weight
Female;22;160;4285;no;no;300;258;Frequently;no;265;no;90;0;no;Public_Transportation;Insufficient_Weight
Female;22;157;4392;no;no;300;160;Frequently;no;265;no;60;0;no;Public_Transportation;Insufficient_Weight
Female;21;159;4309;no;no;201;174;Frequently;no;179;no;12;0;no;Public_Transportation;Insufficient_Weight
Female;23;160;4458;no;no;260;111;Frequently;no;149;no;35;0;no;Public_Transportation;Insufficient_Weight
Female;24;160;4500;no;no;259;300;Frequently;no;207;no;168;0;no;Public_Transportation;Insufficient_Weight
Female;19;169;4500;no;yes;300;300;Sometimes;no;300;yes;254;1284;no;Public_Transportation;Insufficient_Weight
Female;19;156;4234;no;yes;300;208;Sometimes;no;214;yes;20;62;no;Public_Transportation;Insufficient_Weight
Female;19;156;4210;no;yes;300;189;Sometimes;no;246;yes;160;997;no;Public_Transportation;Insufficient_Weight
Female;20;157;4132;no;yes;239;100;Frequently;no;100;no;0;738;Sometimes;Public_Transportation;Insufficient_Weight
Female;21;152;4200;no;yes;300;100;Frequently;no;100;no;0;0;Sometimes;Public_Transportation;Insufficient_Weight
Female;20;155;4464;no;yes;300;286;Frequently;no;100;no;75;0;Sometimes;Public_Transportation;Insufficient_Weight
Female;20;152;4200;no;yes;300;100;Frequently;no;153;no;0;860;Sometimes;Public_Transportation;Insufficient_Weight
Female;20;153;4200;no;yes;300;100;Frequently;no;132;no;0;479;Sometimes;Public_Transportation;Insufficient_Weight
Female;21;152;4200;no;yes;300;100;Frequently;no;100;no;0;0;Sometimes;Public_Transportation;Insufficient_Weight
Female;22;173;5089;no;no;300;377;Frequently;no;166;no;43;556;Sometimes;Public_Transportation;Insufficient_Weight
Female;21;172;5083;no;no;300;329;Frequently;no;157;no;55;470;Sometimes;Public_Transportation;Insufficient_Weight
Female;20;173;5000;no;no;112;400;Frequently;no;100;no;130;372;Sometimes;Public_Transportation;Insufficient_Weight
Male;23;188;6411;yes;yes;300;300;Sometimes;no;284;no;149;9;Sometimes;Automobile;Insufficient_Weight
Male;23;185;6361;yes;yes;300;369;Sometimes;no;265;no;123;832;Sometimes;Automobile;Insufficient_Weight
Male;23;184;5885;yes;yes;300;300;Sometimes;no;203;no;166;115;Sometimes;Automobile;Insufficient_Weight
Male;18;176;5200;yes;yes;300;300;Frequently;no;200;no;66;1000;no;Public_Transportation;Insufficient_Weight
Male;22;171;5160;yes;yes;300;316;Frequently;no;125;no;54;256;no;Public_Transportation;Insufficient_Weight
Male;18;169;5200;yes;yes;300;300;Frequently;no;200;no;82;1000;no;Public_Transportation;Insufficient_Weight
Female;19;159;4145;no;yes;200;108;Sometimes;no;100;no;19;1547;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;158;4189;no;yes;203;100;Sometimes;no;164;no;0;1906;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;156;4140;no;yes;266;100;Sometimes;no;130;no;0;1639;Sometimes;Public_Transportation;Insufficient_Weight
Female;20;167;4974;no;no;289;356;Frequently;no;163;no;200;1000;Sometimes;Public_Transportation;Insufficient_Weight
Female;20;169;4966;no;no;271;300;Frequently;no;200;no;190;1000;Sometimes;Public_Transportation;Insufficient_Weight
Female;20;166;4904;no;no;275;300;Frequently;no;200;no;107;1000;Sometimes;Public_Transportation;Insufficient_Weight
Female;23;171;5029;yes;yes;200;300;Frequently;no;210;no;164;2000;no;Public_Transportation;Insufficient_Weight
Female;20;176;5370;yes;yes;200;389;Frequently;no;186;no;287;2000;no;Public_Transportation;Insufficient_Weight
Female;23;173;5144;yes;yes;200;300;Frequently;no;123;no;62;2000;no;Public_Transportation;Insufficient_Weight
Female;19;166;4984;no;yes;149;300;Sometimes;no;105;no;200;1000;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;170;5000;no;yes;100;324;Sometimes;no;100;no;200;1000;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;166;4993;no;yes;221;300;Sometimes;no;153;no;200;1000;Sometimes;Public_Transportation;Insufficient_Weight
Female;30;161;4952;yes;yes;206;390;Frequently;no;200;no;82;0;no;Public_Transportation;Insufficient_Weight
Female;32;164;4666;yes;yes;300;311;Frequently;no;272;no;144;0;no;Public_Transportation;Insufficient_Weight
Female;24;165;4984;yes;yes;300;359;Frequently;no;273;no;11;0;no;Public_Transportation;Insufficient_Weight
Male;17;171;5159;no;yes;200;206;Sometimes;no;237;no;29;715;Sometimes;Public_Transportation;Insufficient_Weight
Male;16;175;5000;no;yes;231;356;Sometimes;no;179;no;193;829;Sometimes;Public_Transportation;Insufficient_Weight
Male;16;169;5263;no;yes;200;200;Sometimes;no;267;no;99;475;Sometimes;Public_Transportation;Insufficient_Weight
Male;18;175;5146;no;yes;282;300;Sometimes;no;177;no;125;1000;Sometimes;Public_Transportation;Insufficient_Weight
Male;18;178;5087;no;yes;205;300;Sometimes;no;200;no;52;1000;Sometimes;Public_Transportation;Insufficient_Weight
Male;18;176;5233;no;yes;260;300;Sometimes;no;200;no;28;1488;Sometimes;Public_Transportation;Insufficient_Weight
Male;17;184;5894;yes;yes;277;382;Sometimes;no;200;no;200;556;no;Automobile;Insufficient_Weight
Male;20;177;5779;yes;yes;200;390;Sometimes;no;262;no;200;1894;no;Automobile;Insufficient_Weight
Male;18;178;5715;yes;yes;200;309;Sometimes;no;243;no;200;1840;no;Automobile;Insufficient_Weight
Female;17;164;4337;no;yes;282;300;Sometimes;no;291;no;260;1380;Sometimes;Public_Transportation;Insufficient_Weight
Female;17;158;4441;no;yes;274;300;Sometimes;no;231;no;224;1593;Sometimes;Public_Transportation;Insufficient_Weight
Female;16;182;4712;no;yes;300;329;Sometimes;no;215;no;246;1273;Sometimes;Public_Transportation;Insufficient_Weight
Male;18;179;5968;yes;yes;257;400;Sometimes;no;200;no;200;220;no;Automobile;Insufficient_Weight
Male;17;181;5897;yes;yes;252;400;Sometimes;no;200;no;200;38;no;Automobile;Insufficient_Weight
Male;19;177;5570;yes;yes;200;400;Sometimes;no;216;no;200;1679;no;Automobile;Insufficient_Weight
Female;22;170;5499;yes;yes;300;300;Frequently;no;200;no;14;875;no;Public_Transportation;Insufficient_Weight
Female;21;176;5501;yes;yes;297;359;Frequently;no;289;no;200;1010;no;Public_Transportation;Insufficient_Weight
Female;23;174;5417;yes;yes;300;300;Frequently;no;203;no;200;153;no;Public_Transportation;Insufficient_Weight
Female;19;174;4965;no;yes;300;375;Sometimes;no;169;no;200;1000;Sometimes;Public_Transportation;Insufficient_Weight
Female;17;165;4960;no;yes;300;357;Sometimes;no;144;no;200;1000;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;177;4960;no;yes;300;373;Sometimes;no;119;no;200;1000;Sometimes;Public_Transportation;Insufficient_Weight
Female;18;170;5000;no;yes;108;352;Frequently;no;102;no;65;1000;Sometimes;Public_Transportation;Insufficient_Weight
Female;20;170;4968;no;yes;127;373;Frequently;no;188;no;200;1000;Sometimes;Public_Transportation;Insufficient_Weight
Female;18;174;5000;no;yes;134;400;Frequently;no;100;no;200;1000;Sometimes;Public_Transportation;Insufficient_Weight
Female;20;159;4237;no;no;296;300;Frequently;no;100;no;152;0;Sometimes;Public_Transportation;Insufficient_Weight
Female;20;153;4200;no;no;273;126;Frequently;no;100;no;137;0;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;153;4200;no;no;284;127;Frequently;no;170;no;26;636;Sometimes;Public_Transportation;Insufficient_Weight
Male;17;185;5941;yes;yes;244;300;Sometimes;no;200;no;278;1000;no;Automobile;Insufficient_Weight
Male;17;182;5930;yes;yes;243;300;Sometimes;no;200;no;235;1000;no;Automobile;Insufficient_Weight
Male;19;186;5926;yes;yes;259;330;Sometimes;no;204;no;204;1120;no;Automobile;Insufficient_Weight
Female;23;172;5000;yes;yes;245;365;Frequently;no;127;no;87;97;no;Public_Transportation;Insufficient_Weight
Female;22;168;4995;yes;yes;293;300;Frequently;no;279;no;63;1366;no;Public_Transportation;Insufficient_Weight
Female;23;172;5107;yes;yes;200;300;Frequently;no;143;no;220;2000;no;Public_Transportation;Insufficient_Weight
Female;17;171;5000;no;yes;202;330;Sometimes;no;132;no;7;1000;Sometimes;Public_Transportation;Insufficient_Weight
Female;18;170;5000;no;yes;103;300;Sometimes;no;196;no;3;1000;Sometimes;Public_Transportation;Insufficient_Weight
Female;18;170;5000;no;yes;159;354;Sometimes;no;109;no;62;1000;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;157;3985;no;yes;121;172;Sometimes;no;118;no;68;2000;Sometimes;Public_Transportation;Insufficient_Weight
Female;20;153;3937;no;yes;152;300;Sometimes;no;198;no;231;720;Sometimes;Public_Transportation;Insufficient_Weight
Female;20;153;4034;no;yes;270;288;Sometimes;no;144;no;14;322;Sometimes;Public_Transportation;Insufficient_Weight
Male;20;177;5631;yes;yes;236;400;Sometimes;no;236;no;200;940;no;Automobile;Insufficient_Weight
Male;18;188;6000;yes;yes;300;363;Sometimes;no;200;no;201;456;no;Automobile;Insufficient_Weight
Male;18;182;5862;yes;yes;214;400;Sometimes;no;293;no;200;1164;no;Automobile;Insufficient_Weight
Male;18;184;6000;yes;yes;300;400;Sometimes;no;200;no;200;0;no;Automobile;Insufficient_Weight
Male;17;182;5833;yes;yes;256;400;Sometimes;no;200;no;200;331;no;Automobile;Insufficient_Weight
Male;17;180;5961;yes;yes;234;400;Sometimes;no;200;no;200;133;no;Automobile;Insufficient_Weight
Male;18;171;5093;yes;yes;200;300;Sometimes;no;200;no;0;1594;Sometimes;Public_Transportation;Insufficient_Weight
Male;18;171;5112;yes;yes;200;300;Sometimes;no;200;no;0;1329;Sometimes;Public_Transportation;Insufficient_Weight
Male;18;172;5115;yes;yes;181;300;Sometimes;no;127;no;52;1674;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;156;4419;no;no;272;300;Frequently;no;100;yes;107;0;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;160;4500;no;no;300;300;Frequently;no;128;yes;160;0;Sometimes;Public_Transportation;Insufficient_Weight
Female;20;160;4500;no;no;300;300;Frequently;no;288;yes;126;0;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;154;4200;no;yes;300;100;Frequently;no;139;no;0;466;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;154;4200;no;yes;272;147;Frequently;no;116;no;124;931;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;152;4200;no;yes;300;100;Frequently;no;185;no;0;745;Sometimes;Public_Transportation;Insufficient_Weight
Male;18;172;5173;yes;yes;113;300;Sometimes;no;133;no;23;1708;Sometimes;Public_Transportation;Insufficient_Weight
Male;18;175;5412;yes;yes;200;317;Sometimes;no;228;no;184;2000;Sometimes;Public_Transportation;Insufficient_Weight
Male;18;170;5016;yes;yes;176;300;Sometimes;no;115;no;83;1616;Sometimes;Public_Transportation;Insufficient_Weight
Male;20;175;5500;yes;yes;200;349;Sometimes;no;298;no;195;2000;no;Public_Transportation;Insufficient_Weight
Female;22;167;4998;yes;yes;298;300;Frequently;no;298;no;95;1242;no;Public_Transportation;Insufficient_Weight
Female;22;159;4405;no;no;300;299;Frequently;no;270;no;197;0;no;Public_Transportation;Insufficient_Weight
Female;23;158;4438;no;no;220;213;Frequently;no;212;no;100;0;no;Public_Transportation;Insufficient_Weight
Female;19;160;4500;no;no;300;300;Frequently;no;295;yes;130;0;Sometimes;Public_Transportation;Insufficient_Weight
Female;21;155;4156;no;yes;293;100;Frequently;no;100;no;0;277;Sometimes;Public_Transportation;Insufficient_Weight
Female;20;153;4197;no;yes;289;100;Frequently;no;100;no;0;196;Sometimes;Public_Transportation;Insufficient_Weight
Female;21;173;4982;yes;no;289;391;Frequently;no;111;no;155;555;no;Public_Transportation;Insufficient_Weight
Male;20;187;6320;yes;yes;300;370;Sometimes;no;283;no;170;71;Sometimes;Automobile;Insufficient_Weight
Female;21;169;5126;yes;yes;300;318;Frequently;no;191;no;48;625;no;Public_Transportation;Insufficient_Weight
Female;18;159;4020;no;yes;200;108;Sometimes;no;100;no;13;1679;Sometimes;Public_Transportation;Insufficient_Weight
Female;20;165;4903;no;no;253;300;Sometimes;no;197;no;200;1000;Sometimes;Public_Transportation;Insufficient_Weight
Female;23;174;5366;yes;yes;224;300;Frequently;no;185;no;246;815;no;Public_Transportation;Insufficient_Weight
Female;18;170;5000;no;yes;100;324;Frequently;no;101;no;78;1000;Sometimes;Public_Transportation;Insufficient_Weight
Female;35;169;5000;yes;yes;265;380;Frequently;no;160;no;17;97;no;Public_Transportation;Insufficient_Weight
Male;16;169;5000;no;yes;200;163;Sometimes;no;298;no;55;369;Sometimes;Public_Transportation;Insufficient_Weight
Male;18;179;5155;no;yes;290;300;Sometimes;no;184;no;116;1000;Sometimes;Public_Transportation;Insufficient_Weight
Male;17;181;5883;yes;yes;248;376;Sometimes;no;200;no;200;930;no;Automobile;Insufficient_Weight
Female;17;183;4353;no;yes;295;300;Sometimes;no;295;no;283;1467;Sometimes;Public_Transportation;Insufficient_Weight
Male;17;178;5603;yes;yes;200;400;Sometimes;no;229;no;200;1163;no;Automobile;Insufficient_Weight
Female;23;175;5597;yes;yes;248;337;Frequently;no;200;no;200;327;no;Public_Transportation;Insufficient_Weight
Female;18;179;5000;no;yes;278;400;Sometimes;no;100;no;200;1000;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;171;5000;no;yes;101;400;Frequently;no;100;no;168;705;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;154;4201;no;no;294;271;Frequently;no;133;yes;188;371;Sometimes;Public_Transportation;Insufficient_Weight
Male;17;190;5990;yes;yes;284;334;Sometimes;no;200;no;251;560;no;Automobile;Insufficient_Weight
Female;23;171;5008;yes;yes;200;300;Frequently;no;269;no;37;2000;no;Public_Transportation;Insufficient_Weight
Female;18;170;5063;no;yes;200;300;Sometimes;no;200;no;0;1526;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;156;3970;no;yes;189;222;Sometimes;no;201;no;208;1683;Sometimes;Public_Transportation;Insufficient_Weight
Male;18;185;6000;yes;yes;300;400;Sometimes;no;200;no;200;0;no;Automobile;Insufficient_Weight
Male;17;183;5999;yes;yes;294;400;Sometimes;no;200;no;200;129;no;Automobile;Insufficient_Weight
Male;18;172;5251;yes;yes;234;300;Sometimes;no;200;no;3;1884;Sometimes;Public_Transportation;Insufficient_Weight
Female;20;161;4466;no;no;300;289;Frequently;no;100;yes;77;0;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;153;4200;no;yes;300;100;Frequently;no;195;no;0;908;Sometimes;Public_Transportation;Insufficient_Weight
Male;18;172;5206;yes;yes;195;300;Sometimes;no;175;no;20;1743;Sometimes;Public_Transportation;Insufficient_Weight
Male;20;176;5498;yes;yes;228;350;Sometimes;no;289;no;170;1895;no;Public_Transportation;Insufficient_Weight
Male;18;177;5570;yes;yes;200;400;Sometimes;no;237;no;200;1612;no;Automobile;Insufficient_Weight
Female;21;177;5627;yes;yes;237;400;Frequently;no;226;no;200;844;no;Public_Transportation;Insufficient_Weight
Female;22;170;5144;yes;yes;298;300;Frequently;no;204;no;201;1251;no;Public_Transportation;Insufficient_Weight
Female;21;167;4980;yes;yes;298;319;Frequently;no;248;no;200;1000;no;Public_Transportation;Insufficient_Weight
Female;23;172;5188;yes;yes;266;300;Frequently;no;104;no;79;1392;no;Public_Transportation;Insufficient_Weight
Female;22;159;4424;no;no;300;170;Frequently;no;255;no;110;0;no;Public_Transportation;Insufficient_Weight
Female;23;160;4299;no;no;275;281;Frequently;no;235;no;161;0;no;Public_Transportation;Insufficient_Weight
Female;22;159;4401;no;no;300;161;Frequently;no;257;no;119;0;no;Public_Transportation;Insufficient_Weight
Female;21;156;4236;no;no;232;108;Frequently;no;122;no;3;0;no;Public_Transportation;Insufficient_Weight
Female;23;160;4459;no;no;259;188;Frequently;no;192;no;42;0;no;Public_Transportation;Insufficient_Weight
Female;22;160;4492;no;no;289;233;Frequently;no;231;no;142;0;no;Public_Transportation;Insufficient_Weight
Female;19;163;4500;no;yes;300;300;Sometimes;no;292;yes;135;220;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;156;4213;no;yes;300;199;Sometimes;no;224;no;21;284;no;Public_Transportation;Insufficient_Weight
Female;19;155;4207;no;yes;300;174;Sometimes;no;232;no;119;746;no;Public_Transportation;Insufficient_Weight
Female;20;157;4171;no;yes;297;100;Frequently;no;113;no;0;504;Sometimes;Public_Transportation;Insufficient_Weight
Female;21;152;4200;no;yes;300;100;Frequently;no;100;no;0;0;Sometimes;Public_Transportation;Insufficient_Weight
Female;20;160;4481;no;no;300;297;Frequently;no;115;yes;88;0;Sometimes;Public_Transportation;Insufficient_Weight
Female;20;156;4195;no;yes;262;100;Frequently;no;120;no;0;751;Sometimes;Public_Transportation;Insufficient_Weight
Female;21;152;4200;no;yes;300;100;Frequently;no;119;no;0;77;Sometimes;Public_Transportation;Insufficient_Weight
Female;21;152;4200;no;yes;300;100;Frequently;no;100;no;0;0;Sometimes;Public_Transportation;Insufficient_Weight
Female;22;169;5111;yes;yes;300;372;Frequently;no;177;no;10;646;no;Public_Transportation;Insufficient_Weight
Female;21;174;5048;yes;yes;300;349;Frequently;no;133;no;79;128;no;Public_Transportation;Insufficient_Weight
Female;19;173;5000;no;yes;105;338;Sometimes;no;100;no;185;862;Sometimes;Public_Transportation;Insufficient_Weight
Male;22;187;6141;yes;yes;300;326;Sometimes;no;223;no;156;0;Sometimes;Automobile;Insufficient_Weight
Male;19;185;6126;yes;yes;300;399;Sometimes;no;255;no;129;267;Sometimes;Automobile;Insufficient_Weight
Male;21;179;5859;yes;yes;253;325;Sometimes;no;239;no;198;1673;no;Automobile;Insufficient_Weight
Male;18;179;5200;yes;yes;300;300;Sometimes;no;200;no;85;1000;Sometimes;Public_Transportation;Insufficient_Weight
Female;22;171;5171;yes;yes;288;309;Frequently;no;125;no;195;427;no;Public_Transportation;Insufficient_Weight
Male;18;170;5169;yes;yes;282;300;Sometimes;no;200;no;53;1100;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;153;4167;no;yes;276;116;Sometimes;no;130;no;25;1001;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;157;4193;no;yes;207;100;Sometimes;no;168;no;0;1719;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;154;4154;no;yes;269;100;Sometimes;no;131;no;0;1065;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;167;4980;no;yes;279;341;Sometimes;no;154;no;200;1000;Sometimes;Public_Transportation;Insufficient_Weight
Female;20;168;4911;no;no;272;300;Sometimes;no;200;no;186;1000;Sometimes;Public_Transportation;Insufficient_Weight
Female;20;167;4913;no;no;288;328;Sometimes;no;196;no;151;1000;Sometimes;Public_Transportation;Insufficient_Weight
Female;22;170;5017;yes;yes;267;300;Frequently;no;245;no;132;1991;no;Public_Transportation;Insufficient_Weight
Male;20;176;5457;yes;yes;200;399;Sometimes;no;265;no;211;2000;no;Public_Transportation;Insufficient_Weight
Female;23;170;5161;yes;yes;256;300;Frequently;no;199;no;49;1561;no;Public_Transportation;Insufficient_Weight
Female;19;169;4990;no;yes;121;321;Sometimes;no;103;no;200;1000;Sometimes;Public_Transportation;Insufficient_Weight
Female;18;171;5000;no;yes;114;347;Sometimes;no;100;no;200;1000;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;167;4971;no;yes;256;349;Sometimes;no;167;no;200;1000;Sometimes;Public_Transportation;Insufficient_Weight
Female;27;166;4956;yes;yes;200;344;Frequently;no;202;no;108;1267;no;Public_Transportation;Insufficient_Weight
Female;25;163;4606;yes;yes;269;304;Frequently;no;221;no;162;0;no;Public_Transportation;Insufficient_Weight
Female;23;166;5042;yes;yes;300;364;Frequently;no;200;no;12;66;no;Public_Transportation;Insufficient_Weight
Male;18;173;5122;no;yes;205;265;Sometimes;no;236;no;29;898;Sometimes;Public_Transportation;Insufficient_Weight
Female;17;174;5000;no;yes;219;342;Sometimes;no;136;no;135;985;Sometimes;Public_Transportation;Insufficient_Weight
Male;18;176;5209;no;yes;221;264;Sometimes;no;212;no;100;859;Sometimes;Public_Transportation;Insufficient_Weight
Male;18;179;5152;no;yes;292;300;Sometimes;no;178;no;108;1000;Sometimes;Public_Transportation;Insufficient_Weight
Male;18;177;5113;yes;yes;271;300;Sometimes;no;187;no;122;1000;Sometimes;Public_Transportation;Insufficient_Weight
Male;18;170;5209;yes;yes;285;300;Sometimes;no;200;no;68;1259;Sometimes;Public_Transportation;Insufficient_Weight
Male;17;183;5891;yes;yes;258;389;Sometimes;no;200;no;200;454;no;Automobile;Insufficient_Weight
Male;20;179;5820;yes;yes;251;344;Sometimes;no;208;no;203;1443;no;Automobile;Insufficient_Weight
Male;19;178;5728;yes;yes;200;375;Sometimes;no;258;no;200;1844;no;Automobile;Insufficient_Weight
Female;19;161;4266;no;yes;290;263;Sometimes;no;284;yes;195;1253;no;Public_Transportation;Insufficient_Weight
Female;17;178;4476;no;yes;291;310;Sometimes;no;220;no;233;1550;Sometimes;Public_Transportation;Insufficient_Weight
Female;17;171;4525;no;yes;291;313;Sometimes;no;220;no;241;1403;Sometimes;Public_Transportation;Insufficient_Weight
Male;18;185;5988;yes;yes;297;397;Sometimes;no;200;no;200;379;no;Automobile;Insufficient_Weight
Male;17;182;5961;yes;yes;261;371;Sometimes;no;200;no;200;175;no;Automobile;Insufficient_Weight
Male;20;176;5551;yes;yes;200;400;Sometimes;no;254;no;200;1807;no;Automobile;Insufficient_Weight
Female;23;173;5484;yes;yes;300;300;Frequently;no;200;no;126;417;no;Public_Transportation;Insufficient_Weight
Male;21;176;5500;yes;yes;263;383;Sometimes;no;299;no;200;1426;no;Public_Transportation;Insufficient_Weight
Female;23;174;5488;yes;yes;300;300;Frequently;no;201;no;200;71;no;Public_Transportation;Insufficient_Weight
Female;19;173;4965;no;yes;292;358;Sometimes;no;195;no;194;1000;Sometimes;Public_Transportation;Insufficient_Weight
Female;17;175;4993;no;yes;249;357;Sometimes;no;149;no;195;956;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;176;4970;no;yes;169;327;Sometimes;no;110;no;200;1000;Sometimes;Public_Transportation;Insufficient_Weight
Female;18;170;5009;no;yes;160;343;Sometimes;no;106;no;82;1031;Sometimes;Public_Transportation;Insufficient_Weight
Female;20;170;4998;no;yes;120;353;Sometimes;no;113;no;200;1000;Sometimes;Public_Transportation;Insufficient_Weight
Female;18;172;5000;no;yes;105;400;Frequently;no;100;no;200;1000;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;159;4254;no;no;291;300;Frequently;no;100;yes;146;0;Sometimes;Public_Transportation;Insufficient_Weight
Female;21;152;4200;no;yes;287;123;Frequently;no;100;no;14;0;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;152;4200;no;yes;291;106;Frequently;no;160;no;11;773;Sometimes;Public_Transportation;Insufficient_Weight
Male;17;184;5931;yes;yes;243;300;Sometimes;no;200;no;270;1000;no;Automobile;Insufficient_Weight
Male;17;185;5962;yes;yes;288;360;Sometimes;no;200;no;208;715;no;Automobile;Insufficient_Weight
Male;18;185;5921;yes;yes;271;374;Sometimes;no;203;no;201;614;no;Automobile;Insufficient_Weight
Female;21;172;5000;yes;yes;292;370;Frequently;no;115;no;99;89;no;Public_Transportation;Insufficient_Weight
Female;22;170;5017;yes;yes;297;321;Frequently;no;277;no;61;1301;no;Public_Transportation;Insufficient_Weight
Female;22;172;5149;yes;yes;249;300;Frequently;no;106;no;221;1958;no;Public_Transportation;Insufficient_Weight
Female;18;171;5000;no;yes;164;345;Sometimes;no;110;no;42;1000;Sometimes;Public_Transportation;Insufficient_Weight
Female;18;176;5028;no;yes;157;300;Sometimes;no;199;no;11;1000;Sometimes;Public_Transportation;Insufficient_Weight
Female;18;170;5000;no;yes;104;321;Sometimes;no;175;no;12;1000;Sometimes;Public_Transportation;Insufficient_Weight
Female;19;157;4122;no;yes;165;151;Sometimes;no;155;no;23;1973;Sometimes;Public_Transportation;Insufficient_Weight
